"","ID","Angry","Afraid","Anxious","Guilty","Embarrassed","Ashamed","Sad","Strong","Happy","Confident","Clarity"
"1",1,0.100112386124223,0.0313534617612994,0.0951618774513565,0.0224910719549145,0.0280175834990972,0.0200105785139271,0.0733115866738173,0.00220317081651716,0.0799781107413622,0.0652794662657776,0.0306930600447797
"2",2,0.0182038104903113,0.0156469911361934,0.151830355835439,0.0185172366965429,0.0456981717275571,0.0333809247214193,0.197017774653568,0.000520969875764459,0.118243453696129,0.145000456141485,0.148888568026948
"3",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,0.036571794800751,0.254059032005172,0.213503343250367,0.0821155897499637,0.0543983537163689,0.0641874610441013,0.143024479334245,0.000734900498539082,0.111427303410358,0.140799558714207,0.0834650554772044
"5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,0.0545997790935465,0.077740102763158,0.15838051664247,0.0464406500899131,0.0754587996146564,0.0716215339666195,0.0793352827251186,0.000173187268702975,0.0931299503759511,0.110992321738204,0.131383324519952
"9",9,0.213591362671882,0.293068040283104,0.199682762961216,0.0152996094435264,0.0239396991588611,0.0064875118060572,0.20800244289566,0.00433601094550918,0.0995932874516033,0.0495268219602656,0.0349379534463281
"10",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,0.020548753618304,0.127075973128188,0.128731860777569,0.146300513437295,0.0217160486400198,0.0608581724685026,0.022737228084593,0.00226164884971958,0.0732911169240996,0.162049045426364,0.144041598517885
"12",12,0.048815575971952,0.0380490171626547,0.256417164106219,0.0481607545648273,0.0607101769777727,0.0316236286572312,0.0415623875182966,1.07614115806292e-05,0.208530228048266,0.266009924225148,0.027858249772863
"13",13,0.0603494501928031,0.0894113782442402,0.116302968769966,0.0574461575137113,0.0643926166022769,0.0445290091211201,0.0724605976563942,0.00155077713018643,0.12220631319292,0.121269560985793,0.132646599221949
"14",14,0.0798419689696396,0.0186314207751065,0.0288081275971232,0.029402441882676,0.0292927335162578,0.0268357978552476,0.0408146670892542,0.00270111850071693,0.185766225030188,0.10557152222848,0.0579151990678856
"15",15,0.139498694143799,0.182210920555178,0.33818993471022,0.125288183588249,0.226847179371462,0.281957137846426,0.149272171641425,0.002071382702625,0.260849200954595,0.18549495163205,0.227753916857873
"16",16,0.00435360906892454,0.00607814625029718,0.129804671036538,0.166733425270122,0.0638015837186433,0.107884904816609,0.132705523149966,0.000529864787432253,0.153382336036987,0.0984543154611347,0.00997630533420456
"17",17,0.139085640053674,0.00748122110908409,0.00513236185601228,0.0625701875788123,0.0261755246863574,0.045847207105573,0.0119919908995757,0.00235070265781163,0.176693750539158,0.228721965159532,0.0221333843760477
"18",18,0.0436437919020444,0.0494955396657086,0.0686122296733862,0.0330366531316871,0.0286097688655805,0.00817135025291154,0.132715944040785,0.00221769182556087,0.0511063939287693,0.0665509212463042,0.0383645415942174
"19",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",22,0.0680136266133711,0.0044628835213919,0.211533667480874,0.156482210866553,0.0604764247000192,0.000527535773239103,0.0147997758925701,2.35432095379909e-06,0.163847651229751,0.102945870095793,0.0832026797394979
"23",23,0.271669030194033,0.098442836041834,0.208544257077854,0.239059764603457,0.174619144295526,0.223003423614301,0.242110392989623,3.17337800134765e-10,0.213784307329408,0.106582324271959,0.0903605416622497
